bug_id,desc,severity
435980,<select> inserted into a div with display:none isn't included in submitted form data,minor
436027,Uninstaller does not reset CurrentVersion registry value,minor
436033,Inconsistent choice of character encodings for HTTP Basic Authentication,major
436241,Crash Address,critical
436443,Left 1/4 of opening screen is cutoff and off left side of monitor,major
436444,[1.8 branch] Crash [@ js_InitCodeGenerator],critical
436752,"Annoying Shortcut Problem: Here is how to reproduce it! (Shortcuts like CTRL+C, CTRL+V don't work anymore in FF RC1, Dvorak Type II keyboard layout used)",major
437324,Price with options for http://autos.msn.com/ does not show addon prices,major
437566,"Crash [@ nsSpaceManager::GetPrevBand] with floats, svg",critical
437679,copy paste add space even if not exist in selection,minor
437997,Port |Bug 270128 – keyboard cannot be used for text entry if address bar history entry is selected with mouse while pulldown menu is active from hotkey| to FireFox,minor
438055,rc2 can't connect to any web page,critical
438408,Firefox 3 RC2 never saves bookmarks on exit or crash,critical
438588,The webpage becomes much wider than it is suppose to.,minor
438613,"Firefox crashes when choosing ""Restart Later"" after Windows Update.",critical
439130,"Thunderbird locked up and restart required a cold boot, profile apparently lost",critical
439214,Lockup in nsXMLHttpRequest::Send() before any data is sent over the network.,major
439288,Flash crashed when trying to view full screen,critical
439357,Bookmarks slow he performance,critical
439482,firefox locks up when tab with flash content is closed,critical
439666,Sandboxie reports excessive file size for urlclassifier3.sqlite,major
439711,btoa function doesn't encode unicode characters,critical
439833,Cookies and Authenticated Sessions being deleted upon manual Firefox restart,major
439884,Thunderbird Download window problem,minor
439915,Zoom falls back to standard size and doesn't use the full window anymore,minor
439994,Bookmarks lost transitioning to 3.0,critical
440033,Error importing PKCS12 (PKCS#12) certificates to firefox,major
440077,Front page of the NYT not being fully displayed,minor
440151,"View>Toolbars>Customize sheet is blue, yet not default nor ""Universal Access""-able",minor
440158,"After upgrade from FF2.0.0.14 to 3, program crashes on start every time",critical
440166,Why do getAsInt8() and setAsInt8() use Uint8 instead of Int8?,minor
440277,will not update to Firefox 3.0,major
440316,Bookmarks menu shoiuld be in alphabetical order,minor
440363,Firefox interpret bad the CSS,major
440534,Preferences/Applications dialog is non-functional.  Shows message in error console at start.,major
440551,"Privacy tab under ""Tools/Options"" completely inactive",major
440599,invalid html causes innerHTML and DOM manipulating to not work properly,minor
440622,No prompt to save session when other non-browsing windows are open,minor
440913,Address bar doesn't display URLs.,major
440958,JS_ConvertArguments does not return null-terminated strings,critical
441001,"message received: We're sorry, but we encountered an error while processing your request. Please login again",major
441147,High CPU Usage (100%) When Opening Local Files,major
44119,"bugzilla helper contains invalied component of ""other""",major
441232,"Page Load error when trying to connect to any webpage, since upgrading from v2 to v3",critical
441420,Dragged link text doesn't show both bold and non-bold text,minor
441439,Entire window becomes transparent,critical
441559,DOM modification using JavaScript causes Access Violation (appears to be NULL pointer),critical
441614,firefox 3 crashes when opening svg file,critical
441779,Problem using Firefox 3 with eBay,major
441903,Save tabs dialog prevents quit when I press CMD-Q twice,minor
441990,Manfield does not start,critical
442044,When open a link to a web page it hangs indefantly,major
442210,eval() of regular expression string does not work,major
442296,Displays tables TD and TH several pixels larger than specified,major
442320,Locks browser when pdf file of web page accessed with skype extension active,critical
442483,nsiShellService.openApplication() Fails Reading Registry,major
442663,Html page downloaded instead of rendered,major
442715,-moz-border-radius does not render properly in speed.,minor
442836,CPU use very high on osx 10.4.11 powerbook dual intel : too hot to touch,major
442976,printPreview broken in printUtils.js,major
442999,Firefox 3.0 sometimes grabs and holds on to focus,major
443027,Firefox crashes when trying to import favorites from IE,critical
443315,each link in emails in yahoo cannot be opened. the website goes to a nonsense website and you are aunable to read anything.,major
443325,Firefox goes compute bound after a couple of minutes ( page has loaded ),major
443542,Firefox 3 hangs hafway after starup,critical
443567,"Slow page loading in firefox 3.0 (high cpu usage, doesn't happen if another tab is selected)",major
443611,counter.yadro.ru hacker proxy,critical
443797,Crash if page is finished loading.,critical
443812,"Attempting to login on some login forms will not ""take""",major
443905,Failure of word wrap only in reply to message in gmail,major
444066,Resizing then maximize Firefox windows does not resize search bar and bookmarks.,major
444085,XMLHttpRequest drops xmlns attributes in FireFox3,major
444180,'Back to Google Reader' crashes Firefox on Linux (on Windows not),critical
444261,WinDbg reports Firefox symbol file does not have correct symbols,critical
444595,"On the 'Bookmarks Toolbar"", right-clicking on a toolbar link the first time frequently yields a menu with all options grayed out (unavailable)",major
444745,Cannot open saved email,major
444874,Can't drag a page into a bookmarks subfolder if it is at the bottom of the list.,minor
445055,There are still some random crashes here and there for apparently no reason whatsoever.,critical
445434,Unable to compose remote sourced images,major
44547,Lists do not print,critical
445599,"Firefox 3 seems to ""double initialize"" Flash",major
445721,'Authentication Required' dialog being non-modal is annoying,major
445777,Info bars (like the popup blocker indicator) cause the page to move after inital load,minor
445785,Can not print with Canon i560 cups drivers,major
44586,Meta Tags Rendered In Body Of Document,minor
445890,XMLHttpRequest.responseXml not accessible from signed remote XUL code,major
446435,T-BIRD TIMES OUT @ COMCAST.NET SINCE 7/16/08.DOESN'T GET MESSAGES.,major
44661,Mouseover menu separators doesn't deselect other item in certain cases,minor
446677,Firefox 3.0.1 wont terminate and uses 95%+ of memory,critical
44728,Inactive selections in URL bar aren't gray,minor
447591,CSS Problem (Different between Firefox 2.0 and Firefox 3.0),critical
447643,Printing from print preview button causes back button to become unavailable,minor
447976,"Address Line, ToolBox and Search Form don't appear.",major
448076,Firefox crashes at exit [@ gdk_display_x11_finalize],major
448223,crash when i try to add an attachment.,major
448246,Landing Bug 426046 conflicts with general.useragent.override,minor
448273,No messages list reposition when chaging view of messages list,minor
448425,F6 (Move to Next Frame) Looses Focus after Location Bar is Selected,major
448467,All the websites dont work after upgrade from 2.2 to 3.0.1,major
448552,"During site load an ""application error"" occurs. Loading stops at that point",critical
448757,Reverse keyboard writing URL on Address Bar!,minor
448862,tinderstatus and other extensions don't work in current trunk builds,major
449003,[imagemap] an <area> focus ring is painted outside the image,minor
449184,Classification should not appear in new bugmail when useclassification = 0,minor
449191,browser crashes on mouse button-wheel combo,critical
449217,Bookmark address replaced with last page visited,major
449331,Window resize doesn't change attributes in absolute positioned elements,major
449373,nsTHashtable.h:368: warning: cast from increases required alignment of target type,critical
449497,firefox crashes instantly when copying anything using both right click - copy and ctrl+C,critical
449578,Wrong interpretation of escape sequence in charset iso-2022-kr,minor
449876,Mac shutdown when accessing PayPal through eBay on Firefox,critical
449906,"Selected options under Tools, Options, Privacy are changing",major
449970,Very high memory footprint,critical
450123,Youtube video blocks/freezes after two seconds of play,major
450223,Invalid website freezes Firefox,critical
450242,Homepage doesn't stick once browser is called,major
450514,"problem with file ""mozMapi32.dll when upgrading to 2.0.0.16",critical
450604,textContent fails to grab script tag text in XUL,minor
45077,Forms when navigating back and forth resubmit.,major
450968,I can't access gnome bugzilla because of a bad certificate,major
451042,Any hope Mozilla developers would start using SI instead of homebrewed invalid units?,major
451093,Unicode string crashes browser,critical
451127,"""ASSERTION: nsSimpleURI not thread-safe"" through nsInputStreamTransport destructor",minor
451181,an unknown close tag will close any open unknown element,minor
451220,Messages in drafts vanish,major
451272,Cannot enable cookies.,major
451357,The flash plugin didn't work,major
45152,Setting line-height in TEXTAREA may lead to invisible text,major
451567,hangs on closing/updating window.open()ed with Flash content,critical
451741,Buttons and feedback stars in Ebay don't show up,major
451969,TM: Crash on www.chip.de [@ js_EqualStrings],critical
451998,Always Crashes on Startup,critical
452053,random crashes on right click,critical
452131,Since day one there has never been a way to modify text in the write message window,major
452172,failed assertion `0' in ExprFilter::insGuard,critical
452201,could not open https://abc.com:9443,critical
452213,"no longer able to drag  drop image to alternative program (tag&rename 3.4.6), though drag drop works to desktop, happens since upgrade to latest version",minor
452298,"""Assertion failure: slot < (uintN) (((jp->fun)->nargs + (jp->fun)->u.i.nvars) + (jp->fun)->u.i.nupvars)""",critical
452307,document.activeElement returns [body] from blur event when focus is changing.,minor
452341,sound not stop on close tab,major
452462,[Firefox3] Can't open new tabs on popups as Firefox 2. On Firefox 3 it oppens on oppenner window (different).,major
452483,"U3 implementation of version 3.01 is EXTREMELY SLOW, unusable",major
452554,Hebrew GMail crash in JS_XDRNewMem with JIT enabled,critical
452642,FF 3.0.1 Hangs with long use or SLEEP in VISTA,critical
452674,nanojit assertions defy automated testing,major
452926,"In <field.js>, ""Warning: assignment to undeclared variable bz_alias_check_array""",minor
452941,firefox freezes with key word searches,major
453049,"""Assertion failure: (*m != JSVAL_INT) || isInt32(*vp)"" with negative zero as property",critical
453105,Error: setting a property that has only a getter on cars.com,major
453236,Crash [@ js_Interpret],critical
453249,"TM: ""Assertion failure: s0->isQuad()""",critical
453258,"When a received mail has a read confirmation request that is declined, the mail is not marked as read, but the folder does not show that status",minor
453473,Off-line Mode,critical
453497,Undef to trick_taint at Bugzilla/Util.pm line 63 from editcomponents.cgi line 197,major
453615,Crash on opening mails containing http:// links after having opened a mail containing a file:// link before,critical
453742,"single blank page on every load despite having ""use windows and tabs from last time"" option selected",major
454008,Support for migration from Google Chrome,minor
454040,Crash [@ js_ComputeFilename],critical
454136,recent bookmarks change.,major
454259,"100% CPU usage when viewing complex web page loading, CPU usage normal if page is in inactive tab",major
454276,"Crash [@ nsStyleContext::Destroy()] with DOMAttrModified removing window, mathml:apply, iframe and window {display: none} style",critical
454517,crashes when in yahoo mail within minutes...error signature,critical
45462,Browser window hangs trying to display Wingspan Bank login screen.,major
454872,Crashes while scrolling,critical
455104,"""Not enough arguments [nsIMsgFolder.createSubfolder]"" breaks setting IMAP delete model",major
455107,"www_openURL and profile manager with multiple profiles, opening associated file types",major
455255,Problem with sending data via email,major
455270,The settings for tabs is getting resetted after closing and reopening the browser,major
45556,"link ""View Bugs Already Reported Today"" is messed up",critical
455642,"Firefox 3.0.1 constantly loses connection, while other browsers continue to work. Firefox.exe will not unload from memory.",critical
455659,I Cannot Sign Into My eBay Account,major
455687,Firefox hangs when you close it when browser.bookmarks.autoExportHTML is enabled,major
455816,Cursor focus not returning to 'Customize' button after closing the 'Customize' dialog window,minor
455968,Compose option to change character set - should allow you to force ASCII,minor
456041,"Crash [@ nsCellMapColumnIterator::GetNextFrame] with contenteditable, generated content on table and double tbody",critical
456096,"drag and drop folder fails - error nsITransferable.getAnyTransferData, messengerdnd.js :: DropOnFolderTree",major
456168,Headers take up too much space in new arrangement,minor
456411,"New TABS are EMPTY when i open mails in new tab (only when i don't use the ""message pane"" view on my main window!!!)",major
456426,cannot install Flash Player,major
456459,Pasted images put into MS Outlook email are not showing up on Yahoo group page in Firefox,major
456677,"When trying to close a tab, Firefox will stop responding",critical
457017,All pages on Sony's EverQuest forums render as blank,major
457221,No error message if temp is too small during installation,minor
457308,Open All in Tabs changes focus even when Deselected in the Options page,minor
457353,Remove nsIListBoxObject::listboxBody,minor
457414,Problem with MIME Types in Portuguese versions for MacOSX,major
457575,Transparent PNGs and GIFs is washed out in Firefox 3 on Linux,major
457667,"FF3.03-Passwords/cookies is always cleared tho ""always clear when closing is disable""",major
457760,"After an update today, Firefox 3.0.3 is now only coming in BETA.  DO NOT want beta",major
457858,Thunderbird is no more existent on my computer,critical
457936,Links opened from a application (FahMon) result in Win XP theme on Vista,minor
457981,"Recent update terninated prematurely, unable to access Thunderbird at all",critical
458150,update doesn't updTE,major
458168,UTF8 Chinese Characters not displayed,minor
458295,FireFox 3 does not clear history when requested,critical
458365,Webmail notifier not working:  email addresses are deleted when Firefox closes down,major
458645,Firefox 3.0.* crash on start with Mac OSX 10.4 PPC,critical
458677,Layout gets width wrong for white-space:pre when TAB (U+0009) characters present,minor
458732,1-pixel still display where it shouldn't be after hide a div,minor
458804,it starts to load the page then stops the loading,critical
459199,Printing broken under Linux,major
459297,Follow up to Bug 457794,critical
459349,Firefox crashes every time I try to upload a file,critical
4595,Can not access the filename of any plugin in plugins array.,major
459587,"Organize bookmarks and bookmark this page NOT working, corrupt",critical
459710,Crash [@ nsCSSFrameConstructor::ConstructFrameInternal] with invalid url alert and removing window in xbl,critical
459814,about:about redirect to  a file that not exist,minor
459876,Mouse over/hover over pop ups disappear too fast,major
46000,"After registering all components, run out of memory very quickly",critical
460116,buggy inCond propagation in js_FoldConstants,major
460126,issue on all webpages details in video,major
46025,Severe HTML layout bugs under Linux,major
46032,"Images do not print, border with alt text is seen",major
46042,"The html events onkeypress, keyup, and keydown dont work",major
460772,"prints only a fragment of any page and adds more fragments to multiple pages, printing 7 or 8 pages where there should be 1.",major
460839,can't close Thunderbird during password request dialog,major
461141,Awesome bar does not appear at all,major
461151,thunderbird : abnormal results on global request (get all),minor
461207,[mac] Regression: drag & drop is not working at all after some-time of browser usage,major
461346,firefox unresponsive and hangs system when i dont kill it in time,critical
461486,dont view left border of table (top table in example),major
461577,Crashes when repeatedly clicked.,critical
461661,"e-mail sent comes back undeliverable, some correct e-mail address cannot be received",major
461688,New Installation of PCTOOLS Virus protection prevents Thunderbird from retrieving mail,major
461782,Firefox creates 2GB temp file when using jemalloc,major
462052,all searches saved to system.log,major
462128,warning C4091: 'typedef ' : ignored on left of 'nanojit::GuardRecord' when no variable is declared,minor
462133,"Nothing happens when creating a subfolder while the ""message filters"" window is open",minor
462136,"Open a new tab, type new URL: it gets opened in the tab I was just before",major
462677,Dependency bug list not updated with reload when it has been changed by another bug,major
462769,Firefox is constantly crashing whilst I'm browsing.,critical
462778,top crash [@ 0x20202020][@ xpsp2res.dll@0x202113][@ js_ConsumeJSONText],critical
462848,Bookmarks randomly change location in FF 3.0.3,major
462946,Sent (other?) folders don't have independant column settings,major
462989,"Assertion failed: ""need a way to EOT now, since this is trace end""",critical
463233,No installation instructions,major
463287,Search field in ctrl-tab panel is resized during focus/blur,minor
463331,Infinite loop due to restoring crashing tab,major
463350,"Crash [@ GetLastSpecialSibling] with -moz-column, fieldset, select",critical
463660,Bookmarks does not work,major
464356,"after drag-dropping toolbar button, next drag-drop doesn't work",minor
464734,can't connect to a web site I use all the time after doing a firefoxe software upgrade.,critical
464754,nsIContentPolicy.shouldLoad() called without context for scripts,major
464978,"TM: hang with ""[] + null""",critical
465083,new release 3.0.4 crashes everywhere on left/right scroll,critical
465208,crash changing newsgroup,critical
465275,Some text in SVG files does not display,major
465382,Search Engines,major
465584,Claimed missing security information on non-https websites is misleading,minor
465606,"If a user doesn't have access to change target milestone, it gets set back to default.",major
465615,Very long Radius value for CIRCLE attribute in SVG results in DoS Condition,critical
465818,"The sudo session UI lists all active users, even those who cannot be impersonated",minor
465983,Infinite installation loop,critical
466182,Crash in GC at DestroyScriptsToGC during JS_SetPrototype(),major
466245,Account settings shows no accounts,major
466311,Accounts and folders missing after installs of Thunderbird 3,critical
466312,Attempt to bookmark a page results in repeating the information from the last page bookmarked.,major
466416,"On pages without fixed-width, right side cut off if Firefox window width is below 1039 pixels and viewport below 1031.",major
466511,valgrind - Invalid read of size 4 - js_ExecuteTree - js1_5/Regress/regress-451322.js,major
466583,Crash [@ XPCWrappedNative::GetIdentityObject],critical
466905,"TM: ""Assertion failure: v_ins->isCall() && v_ins->callInfo() == &js_FastNewArray_ci""",critical
466976,Large mail headers change mail view,minor
467012,Opening mails in message window gives only a blank window,major
467171,Editing attachments doesn't update the Last-Modified timestamp,minor
467312,unsuspendRedrawAll() makes refdyn sad,minor
467388,Database not upgraded nor is localconfig not created using ./checksetup.pl script,critical
467529,bad view in tabs after drag and drop,minor
467605,Editor readme.html needs to be XHTML compliant,minor
467877,I suspect Firefox of clearing private data on exit even though this is unchecked and not desired.,major
467920,3.2,major
467939,runaway memory usage - doesn't fully clear up even with process kill,critical
468367,"Crash - rpm installations, or add/delete packages",major
468383,Unable to restore bookmarks after system restore,major
469068,SMTP parameters not documented,minor
469069,Crashes on this website,major
469205,crash on http://quicksilver.en.softonic.com/mac,critical
469241,some Mac printing options missing in FF3,major
469339,No new trunk nightly since 2008-12-12-04-mozilla-central,major
469365,Main Page - Cursor Defaults to Search Field instead of Login Field,minor
469448,Scrolling in folder pane is unbearably slow and jumpy if pop3 accounts are visible,major
469512,ATN web accelerator / ispbooster / slipacell.dll 6.0.2 not working with Firefox anymore,critical
469522,3-finger top-of-page/bottom-of-page gestures don't work when page doesn't have focus,minor
470139,TM: 'Infinity in []' is 20% slower,minor
47015,editor needs a way to ask layout what whitespace is significant,critical
470234,When trying to launch the browser we are presented with a Page Load error.,major
47027,Can't add language XX when XX-YY is present,minor
470282,nsProxyRelease.h include guard is not setup properly,minor
470362,Save password prompt is gone; no passwords could be saved in preferences,major
470375,1150->1200 SS perf loss due to extra inlining cost in patch for bug 470300,major
470384,copy / paste from HTML table to excel is broken,major
470414,Unable to send email from a yahoo account,major
470928,New bookmarks replace old bookmarks even when typing in new name,major
471287,Following file download - Save As - Create New Folder - Enter New Folder Name - Firefox and Save As box Freeze - Need to Ctl Alt Del and Shutdoen FFox and restore previous session,critical
471413,"upon installation of mozilla update (that I do not request) a box appears ""about_blank""",critical
471888,Firefox Crashes after Mac OSX 10.5.1 security update.,critical
472103,A severe bug; Firefox goes mad if users have a higher DPI-setting for their screen.,major
472245,a google search only links me to other seach engines,major
472668,"Crash [@ nsFrame::GetBoxAscent] with binding, observes and DOMAttrModified",critical
472782,Crash due to too much recursion involving <svg:textPath>,critical
473503,Private Data doesn't clear when you click X,major
473907,Crash when selecting NNTP group,critical
474091,"Apparent corruption of DB, and then restoration problem",critical
474183,"keyboard scrolling lags on slow sites, suggestion for solution",minor
474186,print order receipt hangup,major
474468,Drag&drop copy of e-mail between POP3 account to Local Folders aborts silently,major
474747,Change columns: empty buttons when images turned off,minor
474986,Incorrect cookie path for sites when using redirect (html) to come to it,major
475172,Program will not open,major
475185,Crash [@ js_ValueToString] calling DOM setter function directly with no arguments,critical
475306,Find bar should treat typewriter and typographically correct characters the same,minor
476124,Crashes common in latest minefield nightly,critical
476165,Will not import mail from IMAP server on Dual Core Processor in Windows Vista,major
476328,we are not able to refresh,major
476365,Firefox bounces to new unsollicited (commercial) web page,critical
476375,Either connecting to a VPN with an active browser session or using remote desktop causes Firefox to crash,critical
476465,100: Access denied. The RSA ACE/Server rejected the Passcode. Please try again,major
476545,Assertion followed by crash on first run after upgrading from 3.0.5,major
476547,"Crash [@ nsTextFrameUtils::TransformText] with MathML, lquote, CSS quotes property",critical
476579,"""ASSERTION: nsTableCellMap::RemoveCell - could not remove cell"" with -moz-column",critical
476852,cant download the software on nokia,major
477049,"TM: ""Assertion failure: cx->bailExit, at ../jstracer.cpp""",critical
477560,Firefox crashes when having testcase open and switching tabs [@ nsCSSRendering::PaintBackgroundWithSC],critical
477625,Select all without connection in an imap folder deletes all messages and folders,critical
477746,Links from external programs always open in current tab,major
477984,Abysmal performance on certain large forms,major
478139,"CSS background-image URL fails if url filespec contains parenthesis, eg: banner(100x50).jpg",minor
478399,Links won't open from mail when left click,major
478407,The url does not shows any page,minor
478580,Crash on the email a changed event page at http://www.meetup.com,critical
478589,problem to log with hotmail account,critical
478622,Thunderbird 2.019,critical
479015,First frame of server push mjpeg OK but subsequent frames too small,major
479099,Segmentation Fault,critical
479359,Browser fails to open.,critical
479567,"TM: Crash [@ JS_CallTracer] or ""Assertion failure: thing, at ../jsgc.cpp"" with gc, eval, watch, toSource",critical
479712,"Moving emails to ""undisclosed recipients"" causes Thunderbird to crash",critical
47990,selecting text on large/complex pages causes excessive cpu usage,major
479950,LittleCMS integer overflows,critical
480061,"bug 478173 changed the handling of bz_default_hidden, causing breakage",major
480062,Windows 7 Crashing while leaving flash in Firefox 3.0.6,critical
480310,Font size changes on reload for home page,minor
480366,The window.sessionStorage object throws exceptions when manipulated in XULRunner,minor
480416,Flash objects and their callbacks are not being instantiated in time,major
4805,Crash from corrupt history file,major
480750,Save All not available in e-mail with multiple files attached.  Must save each individually.,major
480782,Adding one's own address to junk mail doesn't work,major
481568,Crash on shutdown when dragging link over window [@ nsWindow::DragLeaveTimerCallback],critical
481796,Add scalar operator syntax to most frequently used FILTER's,minor
482000,SPAN element is not displayed,major
482349,TM: support String(v) -- String constructor called as a converter,major
4824,clicking on some anchors will crash apprunner and viewer,critical
48252,BACK button in FTP mode doesn't refresh contents,minor
482915,[HTML5] Make HTML5 parsing builds not crash on talos,critical
483165,crash if I close the mail window while checking for new POP mail,minor
483267,TM: JIT content breaks Bluehost.com File Manager display of files in right-hand pane,major
48344,Crash after going offline and trying to access a site,critical
483480,"TM: Crash with JIT chrome enabled [@ nsXPConnect::Traverse(void*, nsCycleCollectionTraversalCallback&) ]",critical
483482,TM: Crash with JIT chrome enabled [@ js_TraceObject ],critical
483506,"www.bahn.de return ""bad request"" message since last update",major
483658,Cannot import Eudora mailboxes or address book using tools or Eudora Mailbox cleaner,critical
483791,Memory leak,major
48405,subdirectory expressed as an incomplete URL in href= tag makes the directory skipped by one level ,critical
484097,cannot hear the music whether we have media player or quick time set as default players.,major
48431,Linux and Mac do not view java applets,critical
484342,Firefox only prints the first page of content on multi-page web pages,major
484367,Strange deadlock on nsPSMBackgroundThread,critical
484525,Save As Text doesn't save Romanian diacritics!!!,critical
484590,FF35b4pre crashes @ js3250.dll!LeaveTree,critical
484743,"""Open File"" Dialog Don't Appear As It Have To",major
484894,"cannot uninstall firefox, add/rem. prog. contain 2 firefox, 3.0.5,3.0.6",major
485003,Crash [@ UnhookTextRunFromFrames],critical
485154,alleged security error on seb.se (NS_ERROR_DOM_SECURITY_ERR),major
485193,"Pressing ""Cancel"" in ""Open File - Security Warning"" window opens ""Launch Application"" window",minor
485398,Thunderbird incorrectly detects unresponsive script when launching native modal dialog,critical
485417,"To start Mozilla Firefox even several hours after previous session, I need to reboot my computer",major
485694,Firefox image rendering is flawed,critical
485711,Locally saved web pages not displaying correctly,major
485716,"Firefox hung at startup, no window showed up",critical
485718,Firefox starts only on the display (one of multiple displays) it was closed the last time while not being in maximized window state,minor
485854,Right-click Live Bookmark causes Firefox to Freeze,critical
485937,Will not send or receive mail,major
486031,File save/upload dialog intermittently unresponsive (OS X),major
486156,No way to delete (or hide) local account,minor
486198,"when you close and open window, all of firefox closes",critical
486469,Focus switches from body text input to recipient text input,minor
486553,Attachment download not working properly.,major
48661,Postscript fonts will not display,major
486972,No right click context menu,major
487320,Crash  [@ js_Interpret ],critical
487357,Not saving addresses in fields or when I saving open website upon exiting.,major
487457,Broken disc cache,minor
48750,Most text on this URL is invisible until I select it,major
487619,Crash XPCWrappedNative::GetNewOrUsed at browser startup.,critical
4877,First mouseover on Composer button enlarges window,minor
487917,"New windows do not open, and Firefox will not restart once closed",major
487924,warning on open that inbox is full,major
488029,Wrong assumption about read-only scope chain in js_FindIdentifierBase,critical
488064,Cannot download security-sensitive bug attachments with shift-click,major
488420,IME enabled state is not modified when a focused editor's readonly attribute is changed,minor
488467,Sudo sessions no longer require a valid password to impersonate users,critical
488470,Warning when location bar has focus [widget->OnIMEFocusChange() fails in nsIMEStateManager::OnTextStateFocus()],minor
488587,Function registered as FUEL preference listener not always called,major
488759,Download without user consent,critical
488963,"""Assertion failure: cg->lexdeps.lookup(atom), at ../jsemit.cpp:2106""",critical
489108,Loss bookmarks and ability to go to prior page,major
489129,‘alt’ key combinations with digits do not produce characters,major
489337,Firefox 3.0.8 causes Windows XP to freeze,critical
489418,Thunderbird Beta 3 Build 2 crashes on startup,critical
48951,Need to use VK_ keyCode constants in .js files,minor
489630,copy paste I get only plain text without images,major
489868,"Inconsistent display with <svg:use>, :after",minor
489950,crash on PDF file opening,major
490075,mozilla stops working,critical
490094,Right click on tab from toolbar causes FF to freeze,major
490128,"Assertion failure: OBJ_SCOPE(obj)->object == pobj, (at jsobj.cpp)",critical
490383,one website keeps crashing firefox in latest build.,critical
490426,"Opening a new tab, only using Ctrl + T, approximately 19% of the time will not carry out the function of opening a new tab.",minor
490463,Change Hompage Does Not Work,major
490658,"Firefox stops at least once a day on Vista, but stable on W2K pro",critical
4907,File - New - Blank Page opens new browser window instead,minor
490736,inlined data:image/png;base64 pictures are not displayed correctly in Page Info / Media,minor
490828,Ridiculously slow Firefox Shutdown,major
490976,[@ CSSLoaderImpl::SheetComplete - ... CSSLoaderImpl::SheetComplete],critical
491259,"When saving a sent message, not all messages get saved in the Sent Items folder",minor
491264,Undo Close tab is gone in 3.5b4,major
491291,No close button for tab,minor
491299,can't access ANY Yahoo! pages- get 'Bad Request' message.,major
491349,Exception if FF is Default Browser and you want to open URL from java using Desktop.getDesktop().browse(),critical
491888,Firefox Freezes while downloading with vista 64bit Amd Turion x2 64 bit,critical
491933,segmentation fault on load,critical
492129,Can not re-log into Live Hotmail consistently,major
492231,"Inconsistent bidi with dynamic ""direction: rtl;"" on iso-8859-8 (visual order) page",minor
492243,ogg theora videos with .ogm extention is not identified,major
492272,"Setup.exe, Digital sign critical problem",critical
492273,Firefox Crash on page load,critical
492526,"When I exit from Firefox, all the new bookmarks I've put in the Bookmarks Toolbar aren't saved.",major
492775,Crash [@ nsXBLPrototypeBinding::ConstructAttributeTable] with binding that has a lot of children,critical
492825,browser crashes on use,critical
493310,Minor cleanups from qsgen.py changes for traceable natives,minor
493342,text persistance when go back and forward to the same page,minor
49339,"""Saving File"" dialog doesn't initially show complete filename.",minor
4934,apprunner gives X IO Error on startup (1999-04-09 build),critical
493499,"when the folder name contains ""i"", move to xxx again / copy to xxx again shortcut ""i"" appears in folder name",minor
493504,background: center; and margin: 0 auto; dont match by 1px,minor
493650,Address Bar - you start typing and all previous site show in dropdown.,major
493910,"Hang or abort with ""yikes! spinning on a line over 1000 times!"" involving float, large height and letter-spacing",critical
494251,Pause and Resume mov Video only possible in Fullscreen mode,minor
4943,"Selecting ""Messenger"" from ""Tasks"" window results in a blank window",major
494634,Hangs when closing about 60 or more tabs (by CTRL+W) or choosing 'close all other tabs' in tab properties,critical
494690,nsSVGOuterSVGFrame::Paint unused unused variable ‘presContext’; unused function UncompressIndex,minor
494762,large increase in number of FF 3.0.10 crashes after 10.5.7 update,critical
494946,Using createInstance to instantiate a XPCOM service breaks Firefox,major
494954,JS_GetScriptLineExtent() does not returns the right value,major
495306,Terminal services incompatibility,major
495639,need crashtest for bug 495129: ogg crash [@ vorbis_synthesis] with attached file,critical
495746,Crash when sign in gmail,critical
495852,FireFox attempts to download to the desktop of the account who installed it rather than the current account,critical
496391,"TM: ""Assertion failure: f == f->root"" with MallocScribble and simple testcase",critical
496628,Crash on start in pthread_mutex_lock() (stacktraces attached),critical
496949,Gray bar appears sometimes in page,minor
497040,<VIDEO> tag broken since yesterday,critical
49709,browser Ns6 crashes as soon as video trailers display is attempted,critical
497130,"failed query - if a ""."" (period) is in the version name",critical
49726,Extraneous HTML tags when opening empty text file,minor
497343,"If I wait for descritption in a RSS subscription in live bookmarks, when I select another one it jumps randomly to another.",minor
49751,"When going to www.nbc.com the page scrolls very slowly, can be fixed by pressing the grayed out stop button.",major
497883,More than one toplevel menu shown (because of fast cursor moving),minor
497989,"""Mark"" context submenu fails to appear",minor
498120,SMTP Outgoing Server will not change.,major
498249,cannot select video element with mouse,minor
498293,Cancelling Master Password Twice Still Logs In,major
498473,Opening an email loads the wrong email,critical
498646,Restoring a session with multiple tabs to the same web site is VERY VERY VERY slow,major
498743,"No mouseover highlighting when toolbars set to ""text"" mode",minor
49909,Unix/Netscape bindings vs. Windows/Netscape bindings,minor
499139,"scrollbar blocked for ""incompatible add-ons"" dialog",minor
499473,"Press ""End"" key does not work unless you click in the webpage",minor
499681,cannot use securespot or login into securespot with Firefox 3.0.11,major
499898,Bugzilla Webservice produces invalid content-length header,major
499947,"During the update to ver 2.0.0.22 Installer Crashes and will not install, cannot open Thunderbird at all now",critical
499993,nsSmartCardEvent has a bunch of unused and potentially harmful local variables,minor
500100,"When I reopen the browser, it automatically stops private browsing.",major
500198,MS Word 2003 & 2007 Send To Mail Recipient No Longer Works,major
50029,Pressing back button when using frames,major
